+61.4265387244 +65.8035074544 +70.3071696689 +74.9375253680 +79.6945745516 +79.6945745516 +79.6945745516 +79.6945745516 +79.6945745516 +79.6945745516 +79.6945745516 +79.6945745516 +79.6945745516 +79.6945745516 +79.6945745516 +79.6945745516 +79.6945745516 +79.6945745516 +79.6945745516 +79.6945745516
+55.3890477987 +59.4892523099 +63.8460593453 +68.4594689049 +73.3294809888 +73.3294809888 +73.3294809888 +73.3294809888 +73.3294809888 +73.3294809888 +73.3294809888 +73.3294809888 +73.3294809888 +73.3294809888 +73.3294809888 +73.3294809888 +73.3294809888 +73.3294809888 +73.3294809888 +73.3294809888
+71.4066231661 +75.4097577595 +79.6789459752 +84.2141878130 +89.0154832731 +89.0154832731 +89.0154832731 +89.0154832731 +89.0154832731 +89.0154832731 +89.0154832731 +89.0154832731 +89.0154832731 +89.0154832731 +89.0154832731 +89.0154832731 +89.0154832731 +89.0154832731 +89.0154832731 +89.0154832731
+69.3811884813 +73.4633882910 +77.7646742768 +82.2850464387 +87.0245047767 +87.0245047767 +87.0245047767 +87.0245047767 +87.0245047767 +87.0245047767 +87.0245047767 +87.0245047767 +87.0245047767 +87.0245047767 +87.0245047767 +87.0245047767 +87.0245047767 +87.0245047767 +87.0245047767 +87.0245047767
+62.7500303873 +66.8703492196 +71.2233432294 +75.8090124166 +80.6273567812 +80.6273567812 +80.6273567812 +80.6273567812 +80.6273567812 +80.6273567812 +80.6273567812 +80.6273567812 +80.6273567812 +80.6273567812 +80.6273567812 +80.6273567812 +80.6273567812 +80.6273567812 +80.6273567812 +80.6273567812
+64.7922687997 +69.0236790778 +73.4225382747 +77.9888463902 +82.7226034243 +82.7226034243 +82.7226034243 +82.7226034243 +82.7226034243 +82.7226034243 +82.7226034243 +82.7226034243 +82.7226034243 +82.7226034243 +82.7226034243 +82.7226034243 +82.7226034243 +82.7226034243 +82.7226034243 +82.7226034243
+60.6533317293 +64.8184588831 +69.1935620676 +73.7786412830 +78.5736965291 +78.5736965291 +78.5736965291 +78.5736965291 +78.5736965291 +78.5736965291 +78.5736965291 +78.5736965291 +78.5736965291 +78.5736965291 +78.5736965291 +78.5736965291 +78.5736965291 +78.5736965291 +78.5736965291 +78.5736965291
+64.8347352238 +69.0031632252 +73.4009785180 +78.0281811021 +82.8847709775 +82.8847709775 +82.8847709775 +82.8847709775 +82.8847709775 +82.8847709775 +82.8847709775 +82.8847709775 +82.8847709775 +82.8847709775 +82.8847709775 +82.8847709775 +82.8847709775 +82.8847709775 +82.8847709775 +82.8847709775
+61.7190080855 +65.9141510318 +70.3009199761 +74.8793149186 +79.6493358591 +79.6493358591 +79.6493358591 +79.6493358591 +79.6493358591 +79.6493358591 +79.6493358591 +79.6493358591 +79.6493358591 +79.6493358591 +79.6493358591 +79.6493358591 +79.6493358591 +79.6493358591 +79.6493358591 +79.6493358591
+58.3006095660 +62.7586318149 +67.3067568680 +71.9449847255 +76.6733153872 +76.6733153872 +76.6733153872 +76.6733153872 +76.6733153872 +76.6733153872 +76.6733153872 +76.6733153872 +76.6733153872 +76.6733153872 +76.6733153872 +76.6733153872 +76.6733153872 +76.6733153872 +76.6733153872 +76.6733153872
+60.4958771335 +64.5987915289 +68.9616249545 +73.5843774104 +78.4670488964 +78.4670488964 +78.4670488964 +78.4670488964 +78.4670488964 +78.4670488964 +78.4670488964 +78.4670488964 +78.4670488964 +78.4670488964 +78.4670488964 +78.4670488964 +78.4670488964 +78.4670488964 +78.4670488964 +78.4670488964
+64.0552805953 +68.2526894769 +72.7137477067 +77.4384552846 +82.4268122107 +82.4268122107 +82.4268122107 +82.4268122107 +82.4268122107 +82.4268122107 +82.4268122107 +82.4268122107 +82.4268122107 +82.4268122107 +82.4268122107 +82.4268122107 +82.4268122107 +82.4268122107 +82.4268122107 +82.4268122107
+71.6777769890 +75.9171020607 +80.3806477321 +85.0684140031 +89.9804008737 +89.9804008737 +89.9804008737 +89.9804008737 +89.9804008737 +89.9804008737 +89.9804008737 +89.9804008737 +89.9804008737 +89.9804008737 +89.9804008737 +89.9804008737 +89.9804008737 +89.9804008737 +89.9804008737 +89.9804008737
+61.2080200456 +65.7005537485 +70.2500808627 +74.8566013883 +79.5201153252 +79.5201153252 +79.5201153252 +79.5201153252 +79.5201153252 +79.5201153252 +79.5201153252 +79.5201153252 +79.5201153252 +79.5201153252 +79.5201153252 +79.5201153252 +79.5201153252 +79.5201153252 +79.5201153252 +79.5201153252
+58.3985414805 +62.5215570726 +66.8463058656 +71.3727878595 +76.1010030542 +76.1010030542 +76.1010030542 +76.1010030542 +76.1010030542 +76.1010030542 +76.1010030542 +76.1010030542 +76.1010030542 +76.1010030542 +76.1010030542 +76.1010030542 +76.1010030542 +76.1010030542 +76.1010030542 +76.1010030542
+66.3825630856 +70.5498839251 +74.9314423004 +79.5272382114 +84.3372716583 +84.3372716583 +84.3372716583 +84.3372716583 +84.3372716583 +84.3372716583 +84.3372716583 +84.3372716583 +84.3372716583 +84.3372716583 +84.3372716583 +84.3372716583 +84.3372716583 +84.3372716583 +84.3372716583 +84.3372716583
+58.4238850663 +62.4419049197 +66.7228369782 +71.2666812418 +76.0734377105 +76.0734377105 +76.0734377105 +76.0734377105 +76.0734377105 +76.0734377105 +76.0734377105 +76.0734377105 +76.0734377105 +76.0734377105 +76.0734377105 +76.0734377105 +76.0734377105 +76.0734377105 +76.0734377105 +76.0734377105
+59.2443582941 +63.6796505094 +68.1858241431 +72.7628791951 +77.4108156655 +77.4108156655 +77.4108156655 +77.4108156655 +77.4108156655 +77.4108156655 +77.4108156655 +77.4108156655 +77.4108156655 +77.4108156655 +77.4108156655 +77.4108156655 +77.4108156655 +77.4108156655 +77.4108156655 +77.4108156655
+60.9780589212 +65.3447295205 +69.8345480649 +74.4475145544 +79.1836289889 +79.1836289889 +79.1836289889 +79.1836289889 +79.1836289889 +79.1836289889 +79.1836289889 +79.1836289889 +79.1836289889 +79.1836289889 +79.1836289889 +79.1836289889 +79.1836289889 +79.1836289889 +79.1836289889 +79.1836289889
+65.1701774243 +69.3040276820 +73.6165694959 +78.1078028659 +82.7777277919 +82.7777277919 +82.7777277919 +82.7777277919 +82.7777277919 +82.7777277919 +82.7777277919 +82.7777277919 +82.7777277919 +82.7777277919 +82.7777277919 +82.7777277919 +82.7777277919 +82.7777277919 +82.7777277919 +82.7777277919
+66.9088173542 +71.1201034586 +75.5539602181 +80.2103876327 +85.0893857024 +85.0893857024 +85.0893857024 +85.0893857024 +85.0893857024 +85.0893857024 +85.0893857024 +85.0893857024 +85.0893857024 +85.0893857024 +85.0893857024 +85.0893857024 +85.0893857024 +85.0893857024 +85.0893857024 +85.0893857024
+69.9677492457 +73.9463158094 +78.1498605395 +82.5783834360 +87.2318844989 +87.2318844989 +87.2318844989 +87.2318844989 +87.2318844989 +87.2318844989 +87.2318844989 +87.2318844989 +87.2318844989 +87.2318844989 +87.2318844989 +87.2318844989 +87.2318844989 +87.2318844989 +87.2318844989 +87.2318844989
+57.5998649708 +61.6738686338 +65.9779989215 +70.5122558341 +75.2766393714 +75.2766393714 +75.2766393714 +75.2766393714 +75.2766393714 +75.2766393714 +75.2766393714 +75.2766393714 +75.2766393714 +75.2766393714 +75.2766393714 +75.2766393714 +75.2766393714 +75.2766393714 +75.2766393714 +75.2766393714
+72.1733855886 +76.4108400466 +80.8953667745 +85.6269657723 +90.6056370400 +90.6056370400 +90.6056370400 +90.6056370400 +90.6056370400 +90.6056370400 +90.6056370400 +90.6056370400 +90.6056370400 +90.6056370400 +90.6056370400 +90.6056370400 +90.6056370400 +90.6056370400 +90.6056370400 +90.6056370400
+60.0559933219 +64.2253176019 +68.5832186349 +73.1296964208 +77.8647509598 +77.8647509598 +77.8647509598 +77.8647509598 +77.8647509598 +77.8647509598 +77.8647509598 +77.8647509598 +77.8647509598 +77.8647509598 +77.8647509598 +77.8647509598 +77.8647509598 +77.8647509598 +77.8647509598 +77.8647509598
+59.8063848722 +64.0596309439 +68.5528768464 +73.2861225797 +78.2593681438 +78.2593681438 +78.2593681438 +78.2593681438 +78.2593681438 +78.2593681438 +78.2593681438 +78.2593681438 +78.2593681438 +78.2593681438 +78.2593681438 +78.2593681438 +78.2593681438 +78.2593681438 +78.2593681438 +78.2593681438
+62.6293360629 +66.7169813921 +71.0073292140 +75.5003795287 +80.1961323362 +80.1961323362 +80.1961323362 +80.1961323362 +80.1961323362 +80.1961323362 +80.1961323362 +80.1961323362 +80.1961323362 +80.1961323362 +80.1961323362 +80.1961323362 +80.1961323362 +80.1961323362 +80.1961323362 +80.1961323362
